idcode,age,collgrad,occupation,white,elnwage1,elnwage2,elnwage3,elnwage4,elnwage5,elnwage6,elnwage7,elnwage8
3941,43,0,7,0,2.123007,2.041417,1.793758,1.7325,1.81713,1.653797,1.433187,1.692288
3945,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
3946,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
3952,41,0,2,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
3953,38,0,3,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
3955,35,1,3,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
3956,41,1,3,1,2.439574,2.526093,1.990461,1.970467,2.162102,1.468961,1.825356,2.168915
3962,36,0,2,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
3963,34,0,1,1,2.126367,2.168695,1.776408,2.08652,2.032561,1.703572,1.60299,1.378098
3964,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
3968,36,1,3,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
3972,38,0,3,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
3974,43,0,2,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
3977,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
3978,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
3983,43,0,5,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
3984,45,0,3,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
3985,40,0,6,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
3988,45,0,2,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
3990,45,0,7,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
3991,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
3994,34,0,6,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
3996,37,0,4,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
3997,35,0,3,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
3998,37,1,1,1,2.441685,2.569322,1.995971,2.074297,2.236019,1.447585,1.817049,2.074204
3999,35,1,2,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
4001,43,0,8,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
4003,35,0,1,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4007,43,1,8,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
4008,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4009,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4011,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4013,45,0,3,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
4014,35,0,2,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4015,37,0,8,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4017,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4021,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4023,35,0,2,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4024,42,0,7,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
4026,40,0,6,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4031,43,0,7,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4037,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4038,43,0,7,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
4040,38,1,7,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
4041,41,0,3,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
4043,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4045,36,1,8,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
4048,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4050,38,0,2,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4051,43,0,3,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
4053,41,0,2,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
4055,39,0,1,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4056,41,0,2,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
4057,37,0,3,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
4064,44,1,8,1,2.372393,2.499269,1.947106,1.870236,2.312618,1.419068,1.799027,2.27731
4068,36,1,3,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
4069,36,0,1,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
4070,35,0,7,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
4071,43,1,8,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
4075,40,0,4,1,2.198168,2.097458,1.812967,1.95633,1.686308,1.810979,1.65266,1.477464
4079,43,0,3,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
4083,39,0,5,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
4084,45,0,3,1,2.0862,2.052749,1.74071,1.789277,1.937169,1.727823,1.608778,1.658123
4087,43,0,6,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4091,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4094,38,0,1,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4096,43,0,3,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
4099,37,1,8,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
4102,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4107,37,0,1,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4108,42,0,1,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
4110,37,1,8,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
4116,39,0,1,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4118,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4120,45,0,4,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
4121,37,0,4,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4124,39,0,6,0,2.175098,2.080382,1.829152,1.853365,1.734129,1.68265,1.449687,1.569111
4125,42,1,1,1,2.423427,2.516619,1.979745,1.939186,2.192659,1.458608,1.81968,2.201488
4126,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4127,41,0,6,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4128,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4129,42,0,3,1,2.172123,2.077975,1.79527,1.895897,1.727808,1.796552,1.64441,1.539053
4130,44,1,3,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
4131,42,1,6,0,2.329499,2.448717,2.006678,1.624511,2.243977,1.196476,1.434104,2.277198
4132,40,0,6,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4133,39,1,2,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
4135,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4136,41,1,1,0,2.345645,2.458192,2.017394,1.655792,2.21342,1.206829,1.43978,2.244624
4142,42,1,3,0,2.396705,2.489003,1.992684,1.8092,2.231808,1.332484,1.617234,2.318592
4145,37,0,2,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
4147,35,0,3,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
4148,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4149,40,0,4,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4156,36,0,7,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
4157,36,0,7,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4160,36,0,2,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
4163,38,0,7,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4167,35,0,1,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4168,41,0,1,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4169,36,0,8,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4171,37,0,3,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
4172,36,0,2,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4173,35,0,4,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4176,39,0,7,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
4180,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4182,35,0,1,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4184,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4186,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4189,44,0,7,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
4191,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4192,39,1,8,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
4193,35,0,1,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4195,36,1,1,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
4196,35,1,8,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
4198,39,0,4,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4199,36,0,2,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
4202,44,1,8,1,2.372393,2.499269,1.947106,1.870236,2.312618,1.419068,1.799027,2.27731
4204,44,0,6,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
4206,43,1,5,1,2.401034,2.507677,1.965293,1.905776,2.242831,1.441977,1.810904,2.23762
4208,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4213,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4214,35,1,8,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
4215,36,1,2,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
4221,38,0,3,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
4222,36,0,3,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
4223,37,0,3,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
4225,39,1,3,1,2.453124,2.546642,2.000687,2.026641,2.159831,1.47083,1.827404,2.114443
4229,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
4230,41,0,5,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4231,45,0,7,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
4233,42,0,3,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
4237,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4239,35,0,4,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4240,41,0,3,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
4242,38,0,4,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
4244,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4245,42,0,3,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
4246,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
4247,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4248,36,1,7,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
4250,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4251,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4252,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4253,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4255,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4256,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4258,36,0,1,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4259,43,0,1,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4260,38,0,7,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4269,44,0,6,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
4270,41,1,3,0,2.345645,2.458192,2.017394,1.655792,2.21342,1.206829,1.43978,2.244624
4278,41,0,7,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
4279,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4280,35,0,3,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
4281,41,0,7,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
4282,36,0,1,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
4283,41,0,6,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
4287,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4291,44,0,3,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
4292,38,0,7,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
4293,39,1,8,0,2.426402,2.519026,2.013626,1.896654,2.19898,1.344706,1.624958,2.231546
4294,36,0,7,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
4296,38,0,2,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4298,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
4299,37,0,3,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
4305,35,1,8,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
4306,37,0,1,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
4309,37,0,7,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
4310,39,0,7,0,2.175098,2.080382,1.829152,1.853365,1.734129,1.68265,1.449687,1.569111
4311,38,0,1,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
4316,34,1,3,1,2.310466,2.567054,1.974877,1.94512,2.509581,1.22962,1.59513,1.999139
4318,41,0,7,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
4319,36,0,6,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4323,44,0,3,0,2.094366,2.033009,1.775571,1.69696,1.886917,1.630887,1.42131,1.731978
4324,41,0,7,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
4327,35,0,7,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
4330,42,0,3,0,2.078195,2.010074,1.822204,1.581222,1.779126,1.53442,1.258834,1.614762
4334,41,1,3,0,2.345645,2.458192,2.017394,1.655792,2.21342,1.206829,1.43978,2.244624
4335,35,0,3,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
4338,42,0,3,0,2.145401,2.050359,1.80821,1.765911,1.766958,1.670428,1.441964,1.656156
4340,44,0,2,0,2.094366,2.033009,1.775571,1.69696,1.886917,1.630887,1.42131,1.731978
4342,40,1,1,0,2.355544,2.4682,2.024375,1.684943,2.202477,1.210903,1.442354,2.215609
4343,41,0,7,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
4345,36,0,3,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
4346,45,1,3,0,2.310782,2.463777,1.938123,1.70258,2.441169,1.263755,1.581603,2.437662
4350,35,1,1,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
4351,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4352,42,0,2,1,2.172123,2.077975,1.79527,1.895897,1.727808,1.796552,1.64441,1.539053
4354,35,1,1,0,2.378535,2.566517,1.989253,1.983448,2.429815,1.273101,1.591844,2.165302
4357,38,0,2,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
4360,42,0,6,1,2.172123,2.077975,1.79527,1.895897,1.727808,1.796552,1.64441,1.539053
4361,45,0,6,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
4363,39,1,3,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
4364,37,0,4,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4365,42,0,5,1,2.172123,2.077975,1.79527,1.895897,1.727808,1.796552,1.64441,1.539053
4367,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4369,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4376,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4378,42,1,1,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
4381,43,0,8,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4382,42,0,6,0,2.078195,2.010074,1.822204,1.581222,1.779126,1.53442,1.258834,1.614762
4383,38,0,6,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
4384,41,0,7,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
4386,43,0,5,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
4388,37,0,7,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
4389,41,0,5,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
4393,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4394,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4395,41,0,6,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4397,40,1,8,1,2.449472,2.536101,1.997442,1.999619,2.151159,1.473035,1.82793,2.139899
4405,36,0,6,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4407,40,0,6,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
4408,38,0,1,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4409,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4411,44,0,7,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
4413,41,0,6,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4419,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
4420,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4426,36,0,6,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
4429,37,0,3,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
4435,35,1,1,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
4437,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4438,42,0,6,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
4439,42,0,6,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
4441,42,0,7,0,2.078195,2.010074,1.822204,1.581222,1.779126,1.53442,1.258834,1.614762
4442,40,0,7,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
4443,39,0,7,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
4445,35,0,7,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
4446,43,0,1,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4450,38,0,2,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
4454,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4458,44,0,6,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
4460,36,0,7,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
4461,35,0,6,0,2.12723,2.127874,1.804779,1.940159,1.964965,1.611045,1.416574,1.502867
4462,39,0,7,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
4464,34,0,4,0,2.032439,2.100794,1.803341,1.771845,2.083879,1.44144,1.217414,1.453807
4465,43,0,7,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
4466,44,0,7,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
4470,37,0,7,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
4473,43,0,4,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4474,34,0,3,0,2.099645,2.141079,1.789347,1.956534,2.07171,1.577448,1.400544,1.495201
4478,39,1,8,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
4480,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4481,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
4484,37,0,7,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
4485,35,0,5,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
4488,37,0,6,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4490,43,0,4,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
4492,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
4494,35,0,6,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
4501,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4502,44,0,4,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
4508,35,0,3,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
4510,34,0,3,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
4512,43,0,6,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
4513,39,0,7,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
4518,40,0,2,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
4519,40,0,3,1,2.198168,2.097458,1.812967,1.95633,1.686308,1.810979,1.65266,1.477464
4520,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4527,35,0,7,0,2.060024,2.087588,1.818773,1.75547,1.977134,1.475038,1.233444,1.461472
4530,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4531,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4532,40,0,6,0,2.10424,2.029556,1.8399,1.641654,1.737626,1.548847,1.267084,1.553174
4533,42,0,6,0,2.078195,2.010074,1.822204,1.581222,1.779126,1.53442,1.258834,1.614762
4536,43,1,8,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
4538,39,0,7,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
4539,43,0,7,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
4541,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
4542,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
4543,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
4544,38,1,4,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
4545,36,0,3,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
4546,44,0,5,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
