idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
2267,35,1,1,0,16,1,0,1,1,11,2,0,25.33815,55,14.74359,1.75
2271,36,1,1,0,12,0,0,0,0,3,3,,4.096988,24,14.89744,3.5
2272,35,1,1,0,12,0,0,0,0,11,3,0,5.579708,15,5.211538,1.666667
2275,37,1,1,0,12,0,0,1,0,4,5,0,10.21739,40,13.26923,7.5
2278,36,1,0,0,12,0,0,0,0,6,3,0,5.595811,45,12.11538,8.166667
2279,38,1,1,0,12,0,0,1,0,4,2,0,10.781,40,19.39103,10.33333
2280,39,1,1,0,12,0,0,0,0,11,3,0,7.616746,40,19.21795,14.5
2284,39,1,1,0,10,0,0,0,0,6,6,,3.344482,40,9.480769,.3333333
2285,36,1,1,0,16,1,0,1,0,7,8,,1.501798,15,8.923077,.3333333
2286,35,1,1,0,13,0,0,1,0,11,1,0,5.418679,20,4.429487,3.166667
2291,42,1,1,0,12,0,0,0,0,7,3,0,3.768113,39,14.21154,4.083333
2292,36,1,1,0,12,0,0,1,1,11,8,1,3.784217,15,14.14103,4.75
2294,44,1,0,0,17,1,1,1,1,12,1,0,8.719802,40,18.32692,17.91667
2299,43,1,1,0,12,0,0,1,1,11,1,0,12.88245,2,16.03846,5.083333
2302,38,1,0,0,12,0,0,1,1,11,8,,4.661833,30,4.532051,3.333333
2303,37,1,0,0,7,0,0,1,1,11,8,,3.019324,40,8.467949,.25
2319,35,1,0,0,14,0,1,0,0,12,3,0,6.441224,40,11.92949,1.75
2320,41,1,1,0,16,1,1,1,0,6,3,0,3.824476,30,6.769231,3.416667
2321,36,2,1,0,14,0,1,1,0,12,3,0,5.829306,40,4.480769,.75
2323,41,1,0,0,15,0,0,1,0,11,2,0,16.25603,40,17.76282,10.66667
2327,35,1,0,1,12,0,0,1,1,2,3,,5.016723,40,14.85898,6.25
2328,40,1,0,0,11,0,0,1,0,6,2,0,5.249595,48,13.88461,8.5
2333,43,2,0,0,6,0,0,1,1,9,6,,4.025765,40,4.333333,4.333333
2334,38,2,0,1,13,0,0,1,1,12,3,0,8.357487,40,18.49359,3.416667
2335,36,2,0,1,12,0,0,1,1,6,3,0,5.032206,44,10.55128,2
2336,45,2,0,0,12,0,0,1,1,4,6,0,6.280193,40,15.80769,8.666667
2338,43,1,1,0,12,0,1,1,0,7,3,0,5.233495,40,10.55769,3.166667
2340,41,2,0,0,12,0,1,1,1,9,7,,6.270903,20,9.807693,.25
2341,34,2,1,0,16,1,0,1,1,5,3,1,10.04831,40,14.26282,4.5
2342,43,1,1,0,9,0,0,1,0,10,6,1,7.165856,40,13.55769,4.333333
2343,45,1,0,0,12,0,0,1,0,6,2,0,3.574878,45,6.230769,1
2344,35,1,1,0,14,0,1,1,1,11,3,0,6.199676,45,12.09615,.9166667
2348,39,2,1,0,18,1,0,1,1,11,1,1,14.64572,37,15.67308,6.916667
2353,36,1,1,0,16,1,0,1,0,11,13,,4.634385,10,8.961538,1.666667
2356,41,1,1,0,16,1,0,1,0,7,3,0,9.677936,40,6.442307,.9166667
2360,36,1,0,0,12,0,1,0,0,4,6,,5.016723,40,8.307693,.9166667
2363,35,1,1,0,14,0,0,1,0,7,2,,40.19808,40,15.82692,10
2365,40,1,1,0,16,1,0,1,0,11,8,,4.648688,5,14.03846,1.666667
2367,38,1,0,0,16,1,1,1,0,12,1,0,15.44283,40,13.1859,1
2368,37,1,1,0,13,0,1,1,1,11,3,,8.593085,45,8.942307,.9166667
2370,39,1,1,0,11,0,0,1,0,11,3,0,7.962963,35,9.692307,0
2371,41,1,1,0,16,1,0,1,0,11,8,,6.270903,45,1.974359,.3333333
2372,42,1,1,0,14,0,1,1,0,11,1,0,9.677936,40,16.76282,7.25
2373,35,1,1,0,12,0,0,1,0,6,2,0,5.837359,40,14.26923,0
2375,39,1,1,0,11,0,1,1,0,9,8,0,6.352657,38,19.19231,10
2377,37,2,0,0,12,0,0,1,1,11,8,,5.225752,40,9.980769,1.916667
2379,39,2,0,0,12,0,0,1,0,6,8,,3.019324,40,16.61539,3.166667
2381,43,2,1,0,10,0,0,1,0,11,8,0,3.553512,35,11.48077,7.75
2384,39,2,1,0,14,1,0,1,0,11,1,0,7.826082,38,13.36538,8.666667
2385,41,2,0,0,14,0,0,1,0,9,1,,2.896181,50,7.423077,1.416667
2387,40,1,1,0,18,1,0,1,0,11,13,0,9.637676,45,13.85256,13.83333
2388,36,2,1,0,13,0,0,1,1,7,3,0,5.032206,40,12.55769,4.25
2390,35,2,0,1,13,0,0,1,0,7,3,0,7.037035,40,14.73077,14.25
2391,44,2,1,0,10,0,1,1,1,8,8,0,2.769725,36,16.17308,3.166667
2392,40,2,1,0,17,1,1,1,1,11,13,0,10.06441,40,17.83333,17.83333
2393,37,2,1,0,13,0,0,1,0,8,3,1,11.71497,37,17.42949,8.916667
2394,39,2,0,0,8,0,1,1,1,8,8,0,3.542671,40,10.71795,.25
2396,40,2,0,0,12,0,0,1,0,4,6,1,8.856684,40,16.61539,2.666667
2400,36,2,1,0,13,0,1,1,1,11,8,0,5.708532,38,14.19872,3.833333
2411,45,2,0,0,6,0,1,1,1,11,8,1,4.62963,40,14.21154,8.416667
2412,41,2,1,0,10,0,1,1,1,6,8,0,4.227053,40,17.59615,.5833333
2415,35,1,1,0,12,0,1,1,1,7,3,0,7.906601,40,15.84615,2.166667
2418,36,2,0,0,12,0,1,1,1,5,3,0,10.83736,40,14.89103,7.166667
2419,40,1,1,0,12,0,1,1,0,7,3,0,14.59742,40,16.76923,15.58333
2422,39,2,0,1,12,0,1,1,1,12,3,0,4.887279,35,13.37179,7.5
2427,38,2,1,0,17,1,1,1,0,11,13,1,9.758451,40,15.42308,9.916667
2428,37,2,0,0,16,1,1,1,1,11,13,1,5.225441,40,16.63461,1.333333
2430,41,2,1,0,15,0,0,1,1,5,6,0,8.05153,20,7.403846,.25
2431,35,2,1,0,18,1,0,1,0,11,13,1,11.6103,40,11.32692,2.5
2432,38,1,1,0,17,1,1,1,1,7,4,0,15.48309,50,11.90385,1.333333
2434,41,2,0,0,10,0,1,1,1,11,8,,3.083194,40,14.01923,.5
2439,35,2,0,1,11,0,1,1,1,11,8,0,5.032206,40,16,16
2442,40,1,1,0,12,0,1,1,0,7,3,0,8.856684,32,10.59615,3.333333
2443,40,1,1,0,12,0,1,1,0,11,3,0,5.475039,35,6.192307,1.833333
2445,38,1,0,0,12,0,1,1,0,4,3,0,4.830918,40,4.858974,1.666667
2446,35,1,1,0,12,0,1,1,0,11,8,,3.446084,15,2.576923,.1666667
2448,37,1,1,0,11,0,1,1,1,7,3,0,5.032206,40,8.788462,1.333333
2449,36,1,1,0,12,0,0,1,1,11,2,1,4.508855,35,1.923077,1.833333
2450,39,1,1,0,13,0,0,0,0,7,2,0,5.563607,47,9.923077,3.666667
2453,41,2,0,0,14,0,1,1,0,4,1,0,7.801928,40,11.88462,1.833333
2454,38,2,1,0,12,0,1,1,1,5,3,1,9.259259,40,16.39744,16.33333
2457,36,2,1,0,12,0,1,1,1,9,7,0,2.012882,3,3.5,3.5
2458,40,2,1,0,16,1,1,1,1,7,3,0,6.191625,30,4.807693,4.25
2461,37,2,0,0,4,0,1,1,1,6,6,0,3.260869,18,15.41026,12.33333
2466,37,1,1,0,16,1,1,1,1,11,13,0,6.191625,20,9.596153,3.166667
2469,37,2,1,0,12,0,0,1,0,12,3,,10.4515,40,14.71154,13.83333
2476,37,2,1,0,12,0,1,1,1,7,2,1,7.745568,38,15.33974,3.25
2479,37,2,1,0,15,0,1,1,0,11,1,1,15.09662,40,18.6859,11
2480,45,1,1,0,12,0,1,1,1,10,2,0,10.32206,45,18.99359,3.416667
2484,43,2,0,1,12,0,1,1,1,11,8,0,5.022486,20,5.019231,.6666667
2486,43,2,1,0,9,0,1,1,1,12,3,1,11.07085,40,18.64103,9.916667
2487,36,2,0,0,12,0,1,1,0,11,3,0,7.107024,40,14.07692,.1666667
2491,36,2,0,0,12,0,1,1,0,11,3,1,7.318838,40,17.71795,3.416667
2494,36,2,0,0,12,0,1,1,1,6,3,,3.553512,40,1.903846,.9166667
2503,45,1,1,0,12,0,1,1,0,7,3,0,6.843801,35,18.38461,0
2504,37,1,0,0,13,0,1,1,1,3,3,0,8.260865,45,17.05128,7.25
2506,41,1,1,0,12,0,0,1,0,5,5,0,11.61835,40,16.65385,.5833333
2510,37,1,1,0,11,0,1,0,0,4,11,1,4.849998,40,7.269231,5.75
2514,40,1,1,0,12,0,1,1,1,5,3,0,8.132044,40,13.80769,10.58333
2517,45,2,0,1,14,0,1,1,1,6,3,0,6.441224,40,17.22436,3.5
2518,36,1,1,0,12,0,1,1,0,7,3,0,7.439612,15,10.49359,3.75
2520,45,1,0,0,14,0,1,1,1,11,3,,3.762542,20,11.41026,.4166667
2522,39,2,0,0,16,1,1,1,1,6,3,0,2.898549,35,13.05769,1.5
2523,35,2,1,0,16,1,1,1,0,7,1,0,6.038648,40,15.0641,2.416667
2526,38,2,0,1,18,1,1,1,1,11,13,1,10.22544,40,15.83333,15.83333
2528,41,2,0,0,15,0,1,1,1,8,3,0,4.289296,40,12.42308,2
2529,38,1,1,0,11,0,1,1,0,6,4,,4.180602,60,12.84615,1.416667
2532,35,1,1,0,8,0,1,1,0,7,3,,6.229095,35,11.88461,.5833333
2535,35,1,0,0,12,0,1,1,1,8,2,,3.718949,50,10.48077,3.333333
2537,36,1,1,0,12,0,1,1,1,7,3,,4.827484,40,16.75641,2.416667
2538,37,1,1,0,18,1,0,1,0,11,13,0,8.365539,60,14.51923,2.916667
2541,42,1,0,0,18,1,0,1,0,11,3,0,15.48309,45,13.5,4.5
2544,36,1,1,0,15,0,1,1,1,4,3,,4.827484,40,15.30769,5.833333
2545,35,1,1,0,13,0,0,1,0,4,2,,32.15846,50,11,2.083333
2546,38,1,1,0,16,1,1,0,0,1,9,0,8.05153,40,18.89744,13.5
2548,35,1,1,0,16,1,1,1,1,7,2,0,17.41545,40,15.00641,7.25
2552,38,2,1,0,17,1,1,1,1,12,3,1,10.45088,40,16.36539,8.333333
2554,39,2,1,0,16,1,0,1,0,4,1,,40.19808,40,15.21154,10.08333
2555,40,2,0,0,16,1,0,1,1,11,3,0,10.06441,35,15.64744,13.58333
2556,37,2,1,0,12,0,1,1,0,11,3,0,4.259257,40,11.75,4.75
2557,40,1,1,0,12,0,1,1,0,11,3,0,5.579708,40,5.826923,3.833333
2559,41,2,1,0,13,0,1,1,1,5,3,1,9.645729,40,17.73718,17.66667
2560,39,2,1,0,12,0,1,1,1,12,3,1,5.805152,40,16.17308,1.666667
2564,45,1,0,1,18,1,1,1,0,6,1,,12.54181,36,18.89102,.4166667
2569,43,2,0,0,16,1,1,1,1,12,1,1,8.075683,35,7.339744,3.416667
2571,40,1,0,0,18,1,1,1,1,11,1,0,24.00161,40,10.82692,4.916667
2575,40,2,0,0,7,0,1,1,1,3,6,1,6.078904,40,3.333333,3.333333
2579,37,2,0,1,18,1,1,1,1,12,1,0,19.74234,40,13.17308,8.583333
2580,45,1,1,0,11,0,1,1,0,6,3,0,5.748792,35,4.5,.3333333
2582,40,1,1,0,12,0,1,1,0,6,3,0,4.830918,40,7.865385,1.5
2583,40,1,0,0,12,0,1,1,1,6,2,,2.875546,,7.903846,.6666667
2586,40,2,0,0,17,1,1,1,1,12,1,0,13.26892,35,18.15385,3.416667
2590,45,1,0,0,10,0,1,1,1,4,6,0,3.301126,40,4.211538,1.916667
2593,41,1,1,0,12,0,0,0,0,6,3,0,4.025765,40,19.75,.4166667
2594,42,1,1,0,10,0,1,1,0,6,2,0,5.233495,20,12.17308,1.5
2596,42,2,1,0,12,0,1,1,1,11,3,1,6.400963,40,20.40385,20.33333
2597,37,2,1,0,12,0,1,1,1,11,3,0,6.441224,32,14.88462,7.166667
2598,35,2,0,0,14,0,1,1,1,7,2,0,7.552333,40,14.32692,7.75
2605,44,1,0,0,14,0,1,0,0,9,3,,4.180602,40,11.78205,.25
2606,43,1,1,0,12,0,0,1,1,11,3,1,3.961351,25,9.897435,
2607,44,1,1,0,12,0,1,0,0,12,1,0,6.964568,40,15.8141,3.333333
2608,43,1,1,0,16,1,1,1,0,11,1,0,10.4515,20,18.05769,13.16667
2610,45,1,1,0,13,0,1,1,0,11,13,0,5.917873,20,6.698718,0
2611,39,2,0,0,18,1,1,1,1,11,13,1,11.15137,50,16.94231,16.91667
2612,35,2,1,0,18,1,1,1,1,11,1,,30.33817,53,10.61539,1.5
2613,39,2,1,0,15,1,1,1,0,11,3,,40.74659,38,10.69231,1.5
2615,35,2,0,1,14,0,0,1,1,7,2,,14.51443,40,15.01282,10
2617,44,2,1,0,16,1,1,1,0,11,1,1,2.520128,40,7.666667,3.25
2619,41,1,0,0,10,0,0,1,1,6,3,0,2.681159,12,8.615385,2.916667
2623,41,2,0,0,9,0,1,1,1,9,6,1,3.301126,40,11.53846,3.25
2624,36,2,0,1,8,0,1,1,1,9,6,1,3.808373,40,7.50641,6.166667
2625,44,1,1,0,12,0,1,1,0,11,3,0,4.025765,20,11.44872,2.416667
2627,44,1,0,0,12,0,1,1,1,11,3,0,6.191625,40,7.230769,2.416667
2628,39,1,1,0,13,0,1,1,0,12,3,0,7.745568,40,15.80769,9.25
2636,43,2,1,0,12,0,1,1,0,6,1,0,8.05153,50,14.53846,13.5
2640,41,2,0,0,13,1,1,1,0,11,2,0,9.355874,48,15.15385,6
2642,37,2,1,0,14,0,1,1,0,12,1,0,12.77777,40,12.39744,11.33333
2644,38,2,0,1,16,1,1,1,1,12,1,0,8.904991,40,16,16
2647,40,2,0,0,11,0,1,1,1,11,8,1,5.982284,60,12.25,12.25
2654,35,2,0,1,12,0,1,1,0,4,6,1,10.59581,38,13.11539,2.666667
2655,36,2,0,1,12,0,1,1,0,3,11,,8.570235,24,4.942307,.3333333
2658,36,2,0,0,12,0,1,1,1,6,4,,3.001791,6,.9166667,.9166667
2659,35,2,0,0,14,0,1,1,1,5,6,1,11.6103,40,9.923077,9.916667
2661,35,2,1,0,12,0,0,1,0,4,3,1,11.98068,40,5.288462,2
2662,37,2,0,0,11,0,1,1,1,4,6,0,5.354265,40,14.86539,14.83333
2663,42,1,1,0,12,0,1,1,0,9,3,0,4.025765,4,8.038462,1.416667
2664,38,1,0,1,18,1,0,1,1,11,1,0,15.48309,45,13.75,6.416667
2666,37,1,1,0,18,1,1,0,0,11,1,1,6.449271,60,6.711538,3
2669,40,1,0,0,17,1,1,1,0,11,2,0,16.77133,60,18.38462,7.833333
2670,36,1,1,0,16,1,0,0,0,11,1,1,10.06441,16,13.32692,2.666667
2671,39,2,0,0,18,1,1,1,0,5,1,1,12.11755,46,16.19231,9.666667
2674,37,1,0,1,14,1,1,1,0,6,2,0,6.884055,45,17.78846,11.83333
2675,44,1,0,1,16,1,1,1,0,12,1,0,16.25603,40,18.13461,8.166667
2677,35,2,0,1,12,0,1,1,1,8,8,,2.787067,15,7.141026,.4166667
2678,41,1,1,0,9,0,1,1,0,5,6,0,4.428341,30,4.673077,3.166667
2679,44,1,1,0,12,0,1,1,0,7,2,0,10.18518,38,16.61539,14.58333
2680,39,1,1,0,12,0,1,1,0,11,8,0,12.27858,40,16.15385,15.5
2681,36,1,0,1,15,1,1,1,1,6,2,,4.389632,50,4.74359,.75
2685,36,1,1,0,15,0,1,1,1,12,2,,8.575592,60,16.12179,7.166667
2701,45,1,1,0,12,0,0,1,0,4,3,,4.025765,40,17.57692,1.416667
2704,41,1,1,0,18,1,1,1,0,11,1,0,9.677936,40,14.73077,2.083333
2707,35,1,1,0,12,0,1,1,1,12,3,0,7.665055,40,14.69872,14.66667
2708,40,1,0,1,12,0,1,1,1,12,12,1,6.610305,40,16.63461,11.75
2709,37,1,1,0,13,0,1,1,1,12,1,0,13.55072,40,16.3782,7.5
2710,35,1,1,0,12,0,1,1,1,11,8,0,5.297905,40,11.28846,5.583333
2711,38,1,1,0,12,0,1,1,1,4,6,0,6.876001,35,13.29487,12.25
2712,37,1,0,0,12,0,1,1,1,9,3,0,4.025765,32,8.442307,.75
2713,34,1,1,0,6,0,1,1,1,11,8,0,3.10789,25,5.788461,3.25
2715,41,1,1,0,14,0,1,1,1,7,3,0,5.233495,20,16.17308,3
2716,39,1,0,1,17,1,1,1,1,12,3,1,14.00966,42,18.89103,18.83333
2717,37,1,1,0,12,0,1,1,1,12,3,0,5.990337,40,13.48077,11
2719,43,1,1,0,12,0,1,0,0,11,3,0,7.230271,36,18.55769,11.08333
2722,38,1,0,0,13,0,1,1,1,12,2,1,5.660224,40,9.23718,1.416667
2723,37,1,0,1,11,0,1,1,1,5,3,0,4.347824,44,16.58333,10
2724,43,1,0,0,17,1,1,1,1,11,13,0,10.05636,40,16.86539,16.83333
2725,40,1,1,0,14,0,1,1,1,12,1,0,9.42834,40,18.03846,4.75
2730,39,1,1,0,12,0,1,1,1,11,8,0,2.697261,15,7.788462,3.333333
2734,36,1,1,0,16,1,1,1,1,3,2,0,11.35266,45,15.41026,7.583333
2735,34,1,1,0,17,1,1,1,1,8,2,0,10.63607,38,12.14744,6.333333
2737,36,1,0,0,12,0,0,1,0,2,3,,40.19808,40,12.11539,2.166667
2739,41,2,1,0,15,0,1,1,1,11,1,1,4.838968,40,13.5,9.916667
2741,39,2,1,0,17,1,1,1,0,11,13,0,9.090172,45,14.58333,3.416667
2742,41,2,1,0,11,0,1,1,1,8,8,,2.801002,18,13.65385,.3333333
2743,38,2,0,1,13,0,1,1,1,9,3,1,3.945248,40,8.185898,7.666667
2745,41,2,1,0,12,0,1,1,1,7,3,0,6.988722,40,18.59615,14
2746,36,2,0,1,12,0,1,1,1,12,3,0,6.441224,40,15.83974,1.416667
2752,44,1,1,0,18,1,1,1,1,11,3,0,5.90177,30,14.94231,6.916667
2753,38,1,0,1,18,1,1,1,1,12,2,0,12.0773,50,18.39103,13.75
2757,36,2,0,0,12,0,1,1,1,11,1,1,4.339774,38,14.65385,3.666667
2760,34,1,1,0,12,0,1,1,0,3,8,0,8.05153,2,9.391025,1.333333
2761,36,1,0,1,17,1,1,1,1,6,2,0,9.999998,48,15.65385,2.083333
2762,36,1,0,0,14,0,1,1,1,11,1,0,7.262477,32,14.36539,1.583333
2764,43,1,1,0,12,0,1,1,1,12,3,0,7.584539,24,12.51923,7.5
2769,34,2,0,0,12,0,1,1,1,5,8,0,5.370369,45,3.365385,.8333333
2771,39,1,0,0,12,0,1,1,1,4,3,0,6.119162,40,13.89103,10.25
2772,37,1,0,0,11,0,1,1,1,9,5,0,4.830918,40,10.66026,1.25
2777,37,2,0,0,12,0,1,1,1,6,6,0,4.307567,40,15.5641,1.666667
2780,44,2,0,0,12,0,1,1,1,4,6,0,3.301126,40,13.67949,3.75
2782,39,2,1,0,16,1,1,1,1,11,3,,2.4793,15,6.115385,1.083333
2786,35,2,1,0,12,0,1,1,1,4,6,0,7.270531,40,12.07051,11.66667
2787,39,1,1,0,17,1,0,1,0,4,1,0,15.20128,55,17.26923,4.083333
2790,40,1,1,0,12,0,1,1,0,5,3,1,9.420287,35,18.69231,8.416667
2792,43,1,1,0,16,1,1,1,0,3,3,0,30.19324,10,14.96154,1.333333
2794,36,1,1,0,16,1,1,1,0,12,3,0,10.19323,40,14.12821,11.58333
2796,44,1,0,0,12,0,1,0,0,4,3,0,6.400963,40,19.03846,4.916667
2801,37,1,0,1,17,1,0,1,0,11,13,0,6.924314,40,14.51282,7.833333
2806,35,1,1,0,12,0,1,0,0,6,2,0,4.830918,40,9.121796,3.333333
2815,36,2,0,0,17,1,1,1,0,11,13,1,10.21739,50,11.94231,8.833333
2816,39,2,1,0,12,0,0,1,0,12,3,0,8.856684,40,21.33333,21.33333
2818,41,2,0,0,15,0,0,1,1,11,3,1,5.458936,39,10.42308,3.666667
2820,35,2,0,0,12,0,0,1,0,3,2,0,11.75523,40,16.48077,14
2823,39,1,1,0,18,1,1,1,1,11,13,1,9.597424,50,16.32692,8.916667
2825,40,2,0,0,14,0,1,1,0,12,3,0,8.148145,38,15.12821,11.08333
2826,35,2,1,0,12,0,1,1,0,4,6,0,1.867955,40,.6923077,.6666667
2830,38,2,0,1,12,0,1,1,0,6,8,,3.762542,35,14.13461,.3333333
2831,37,2,0,0,8,0,1,1,0,8,8,0,2.697261,40,3.25641,1.833333
2834,37,2,0,0,12,0,1,1,0,10,8,0,2.697261,35,2.346154,0
2835,40,2,1,0,12,0,1,1,0,11,1,0,7.552333,40,17.78846,3.416667
2845,36,2,0,0,14,0,1,1,1,12,1,0,7.745568,38,11.63461,3.916667
2846,37,2,0,1,9,0,1,1,0,11,6,0,4.935585,40,9.673077,7.583333
2848,41,2,0,0,16,1,1,1,1,7,2,0,14.25925,38,17.69231,17.41667
2849,43,1,1,0,12,0,1,1,1,6,4,,2.787067,45,16.75,1.083333
2853,45,2,1,0,9,0,1,1,1,9,7,0,4.227053,20,11.61539,1.25
2857,41,2,0,0,12,0,1,1,1,6,8,0,3.582928,40,17.98077,2.416667
2858,41,2,0,0,11,0,1,1,0,12,5,0,6.36876,40,11.28846,2.916667
2864,45,2,1,0,18,1,1,1,1,11,13,1,11.61835,40,17.98077,15.75
2865,38,2,0,1,12,0,1,1,1,11,3,0,2.157809,25,7.75,1.666667
2868,34,1,0,0,14,0,1,0,0,11,3,0,6.932361,40,14.90385,10.5
2869,35,1,0,0,16,1,1,1,1,5,2,0,15.09662,40,7.666667,7.666667
2870,37,2,1,0,10,0,1,1,1,4,6,1,3.945248,40,17.01282,3.5
2872,35,2,0,0,18,1,0,1,1,4,4,0,12.04509,45,12.91667,3.833333
2874,35,2,0,1,6,0,1,1,1,6,8,0,3.10789,35,5.423077,3.5
2875,34,2,0,1,7,0,1,1,0,9,8,0,5.636071,40,6.717948,0
2876,44,2,1,0,8,0,1,1,1,6,6,0,3.526568,52,10.89103,3.416667
2877,43,2,1,0,9,0,1,1,1,4,6,1,3.929144,40,16.65385,3.5
2878,45,2,0,0,11,0,0,1,0,4,6,0,6.32045,40,15.09615,3.833333
2880,40,1,1,0,8,0,1,0,0,6,8,,2.926421,40,8.564103,2.083333
2883,35,2,1,0,11,0,1,1,1,6,4,0,4.830918,40,6.596154,3.5
2886,38,2,1,0,17,1,1,1,1,12,3,1,10.97423,40,13.36538,9.833333
2892,35,2,1,0,12,0,1,1,1,12,8,0,4.798711,40,12.58333,12.58333
2893,36,2,1,0,18,1,1,1,1,11,13,0,8.904991,40,13.6859,11.58333
2894,34,2,0,0,12,0,1,1,1,4,6,1,5.032206,40,7.634615,3.666667
2895,42,2,0,1,12,0,0,1,1,12,3,1,9.388082,38,6.666667,3.166667
2896,35,2,1,0,12,0,1,1,1,4,5,0,11.52979,45,16.16667,16.16667
2899,37,1,1,0,17,1,1,1,0,12,1,0,14.10627,45,13.84615,13.5
2900,42,1,0,0,12,0,1,1,0,12,3,,7.709994,40,14.71795,13.25
2901,40,1,0,0,13,0,0,0,0,11,3,1,4.830918,20,10.92308,9.083333
2904,42,1,1,0,16,1,1,0,0,11,3,0,5.434783,35,14.94231,2.083333
2905,37,1,1,0,17,1,0,1,1,8,1,0,17.20612,45,13.90385,8.916667
2908,36,1,0,0,12,0,1,1,0,6,8,0,5.748792,35,16.86539,.1666667
2910,39,1,0,0,14,0,0,0,0,6,3,,8.361203,40,14.35256,1.666667
2911,40,1,1,0,15,0,0,1,0,12,1,,9.567145,40,14.67949,3.083333
2912,37,1,1,0,12,0,0,0,0,6,3,0,8.856684,25,13.78846,10.41667
2913,36,1,0,0,13,0,1,1,0,10,3,0,12.04509,45,13.92308,13.75
2914,41,1,1,0,12,0,1,1,0,7,4,0,11.0628,35,17.19231,1.583333
2915,42,1,1,0,18,1,1,1,1,12,1,,14.4713,50,15.32692,6.166667
2917,42,1,1,0,16,1,1,1,0,11,1,1,7.246377,8,9.596154,2.666667
2918,40,1,1,0,14,0,0,1,0,6,4,,3.938519,10,6.346154,.5
2919,44,1,1,0,12,0,1,1,1,8,3,0,4.830918,24,7.243589,.0833333
2921,40,1,1,0,14,0,1,1,0,11,1,0,7.745568,40,9.871795,1.75
2925,40,2,0,1,0,0,1,1,0,8,3,0,2.818035,30,5.269231,1.333333
2927,39,1,1,0,17,1,0,1,0,11,3,,6.272401,22,13.41026,7.083333
2932,38,1,0,0,16,1,1,1,0,12,1,0,12.38325,40,14.25,4.666667
2934,37,1,0,0,14,0,0,1,0,11,2,1,11.6103,40,17.94872,6.916667
2936,37,1,0,1,18,1,0,1,0,11,2,0,10.32206,45,17.63461,7.916667
2939,45,1,1,0,12,0,1,1,0,5,3,0,11.55395,37,14.67308,10.5
2940,41,1,1,0,12,0,1,1,0,12,3,0,12.38325,40,17.11539,6.333333
2942,36,1,1,0,12,0,1,1,1,11,1,0,17.34411,32,11.72436,.3333333
2943,39,1,0,0,17,1,1,0,0,11,1,1,8.558774,38,11.83333,11.83333
2945,40,1,1,0,12,0,1,0,0,6,4,0,3.268919,40,10.96154,2.75
2946,44,1,1,0,11,0,1,1,0,9,8,,4.479214,56,5.647436,1.166667
2949,38,1,1,0,12,0,1,0,0,4,6,0,4.508855,40,26.03846,16
2951,34,1,1,0,12,0,1,0,0,4,6,1,4.420288,35,7.73718,3.75
2954,44,1,1,0,12,0,1,0,0,4,6,0,4.227053,40,13.80128,12.16667
2955,36,1,0,0,14,0,1,0,0,4,6,0,7.149757,35,12.35256,11.16667
2957,40,1,1,0,11,0,1,0,0,6,6,0,2.415459,70,5.846154,
2958,41,1,1,0,12,0,1,0,0,11,8,0,4.025765,30,12.44872,1.833333
2960,45,1,1,0,12,0,1,0,0,6,3,0,6.360707,40,21.16026,18.5
2967,45,1,1,0,13,0,1,0,0,4,2,0,10.83736,40,18.76923,5.916667
2969,36,1,1,0,16,1,1,1,0,8,1,0,6.038648,20,13.92308,.0833333
2971,42,1,0,0,12,0,1,0,0,3,3,0,4.895329,44,13.75,2.583333
2972,36,1,1,0,12,0,1,0,0,4,2,0,5.217391,40,12.5,6.333333
2973,35,1,1,0,13,0,1,0,0,7,2,0,5.418679,40,13.67949,3.666667
2976,35,1,0,0,12,0,1,0,0,4,6,0,3.220612,40,2.705128,1.25
2977,40,1,1,0,12,0,1,0,0,7,4,,33.4984,48,10.88461,.9166667
2978,39,1,0,0,12,0,1,0,0,4,6,0,5.861513,40,16.63461,4.666667
2979,38,1,0,0,12,0,1,0,0,4,6,0,3.623188,40,17.10256,3.333333
2984,44,1,0,0,9,0,0,1,1,4,6,1,8.872785,70,18.65385,1.416667
2985,44,1,1,0,12,0,1,0,0,6,2,0,4.951689,36,8.884616,7.833333
2988,35,1,1,0,18,1,1,0,0,11,13,1,9.29146,40,11.67308,3.916667
2998,35,1,1,0,12,0,0,1,0,11,8,0,4.227053,8,4.826923,1.75
2999,37,1,1,0,13,0,1,1,0,3,3,0,8.05153,40,9.576923,4.833333
3000,42,1,0,0,12,0,1,1,0,4,1,0,5.434783,48,17.34615,17.33333
3001,41,1,1,0,12,0,1,1,0,6,6,1,7.745568,40,17.78846,14.16667
3004,38,2,0,0,8,0,1,0,0,4,6,0,4.830918,40,14.75641,8.416667
3008,39,2,1,0,9,0,1,0,0,4,6,0,3.140096,40,15,10.91667
3015,37,2,1,0,12,0,0,1,0,12,3,0,10.03221,40,18.75,18.75
3016,38,2,1,0,16,1,1,1,0,4,5,0,14.71014,40,13.94231,10.41667
3020,35,1,0,1,16,1,1,0,0,11,3,0,10.61996,35,14.86539,10.91667
3023,39,1,1,0,18,1,1,0,0,11,3,0,6.384861,40,8.634615,2.916667
3026,36,2,0,0,10,0,1,0,0,4,6,0,2.697261,40,18.07692,0
3027,35,2,0,1,17,1,1,0,0,11,3,,2.938808,20,6.538462,
